model,mae,rmse,hit_rate,dm_stat,dm_pvalue,sharpe,sortino,max_drawdown,profit_factor,win_rate,payoff_ratio,n_test_points,n_trades
RandomWalk,0.005137,0.006738,52.671756,4.635331,4e-06,-0.981235,-1.265277,-0.064894,0.83242,52.671756,0.747972,160,131
