Date,Open,High,Low,Close,TickVolume,Volume,Return,LogReturn,Return_5,LogReturn_5,Return_10,LogReturn_10,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Width,ATR_14,Close_lag1,Close_lag2,Close_lag3,Close_lag5,Close_lag10,Volume_lag1,Volume_lag2,Volume_lag3,Volume_lag5,Volume_lag10
2020-02-25,1.08499,1.08902,1.08301,1.08806,60707,0,0.0025246010393247253,0.0025214195875934062,0.00830321564266523,0.008268933584480422,-0.0032064201692990624,-0.003211571749484671,,,1.0861562500492539,1.0902841458909593,33.737931034482756,-0.004127895841705476,-0.004010656267177833,-0.00011723957452764236,,,,0.0048557142857142965,1.08532,1.08463,1.07831,1.0791,1.09156,0.0,0.0,0.0,0.0,0.0
2020-02-26,1.08758,1.09086,1.0855,1.08801,62804,0,-4.595334816104302e-05,-4.595440404849446e-05,0.006764134357361007,0.006741360241000018,0.0005977781047674657,0.0005975995066073648,,,1.0864414423493687,1.090115690639777,35.439003187481745,-0.0036742482904084106,-0.003943374671823948,0.0002691263814155378,,,,0.004885000000000013,1.08806,1.08532,1.08463,1.0807,1.0873599999999999,0.0,0.0,0.0,0.0,0.0
2020-02-27,1.08799,1.10066,1.08732,1.09999,81628,0,0.011010928208380566,0.010950749285928645,0.020105535513905926,0.019906088134026497,0.01486326899656798,0.01475389307128787,,,1.0885258358340812,1.0908471209627566,56.591865357643854,-0.0023212851286753544,-0.0036189567631942296,0.0012976716345188752,,,,0.005531428571428584,1.08801,1.08806,1.08532,1.07831,1.08388,0.0,0.0,0.0,0.0,0.0
2020-02-28,1.10037,1.10531,1.09509,1.10261,104005,0,0.0023818398349075842,0.002379007750564073,0.01657708158542559,0.016441181595374173,0.018107109879963224,0.017945128585622062,,,1.0906926303211457,1.0917184453358857,63.72921615201894,-0.0010258150147399725,-0.0031003284135033785,0.002074513398763406,,,,0.005905000000000017,1.09999,1.08801,1.08806,1.08463,1.083,0.0,0.0,0.0,0.0,0.0
2020-03-02,1.10396,1.11848,1.10362,1.11317,109953,0,0.009577275736661006,0.00953170436673342,0.025660634651531344,0.02533692658677129,0.027506761309617156,0.027135247716594577,,,1.0941506871948157,1.0933074493850794,70.71907957813984,0.0008432378097362747,-0.0023116151688554482,0.003154852978591723,,,,0.006798571428571432,1.10261,1.09999,1.08801,1.08532,1.08337,0.0,0.0,0.0,0.0,0.0
2020-03-03,1.11262,1.12135,1.10951,1.11699,106719,0,0.0034316411689139237,0.003425766524303007,0.026588607245923823,0.02624127352348078,0.03511259382819021,0.034510207107961315,1.0914685,,1.0976644276263825,1.0950617123935922,78.61695962912896,0.0026027152327903202,-0.0013287490885262945,0.003931464321316615,1.1130054257201134,1.0699315742798865,0.04307385144022691,0.007213571428571438,1.11317,1.10261,1.09999,1.08806,1.0791,0.0,0.0,0.0,0.0,0.0
2020-03-04,1.11694,1.11874,1.10954,1.11349,77871,0,-0.0031334210691231767,-0.0031383405120667,0.023418902399794383,0.023148887415462754,0.03034144535948924,0.029890247656462494,1.0921505,,1.1000991310684776,1.0964267707348077,78.5865997296778,0.0036723603336699107,-0.0003285272040870536,0.004000887537756964,1.115585204337124,1.0687157956628761,0.046869408674247826,0.00747928571428572,1.11699,1.11317,1.10261,1.08801,1.0807,0.0,0.0,0.0,0.0,0.0
2020-03-05,1.11324,1.12448,1.11196,1.12365,73319,0,0.00912446452145943,0.009083088096419067,0.021509286448058607,0.02128122622595316,0.042047277684524875,0.04118731435997978,1.0934300000000001,,1.1037223416733273,1.098443306235933,83.2814802685445,0.005279035437394386,0.0007929853242092343,0.0044860501131851515,1.1207032157021655,1.0661567842978348,0.054546431404330686,0.008130714285714278,1.11349,1.11699,1.11317,1.09999,1.07831,0.0,0.0,0.0,0.0,0.0
2020-03-06,1.12364,1.13548,1.1211,1.1287,124292,0,0.0044942820273217166,0.0044842128995790645,0.0236620382546866,0.023386431374968108,0.040631367378737515,0.03982761297034221,1.0951475,,1.1075650583389691,1.100684542811049,84.47148288973403,0.006880515527920128,0.0020104913649514134,0.004870024162968715,1.1266612890454322,1.0636337109545677,0.06302757809086446,0.009001428571428558,1.12365,1.11349,1.11699,1.10261,1.08463,0.0,0.0,0.0,0.0,0.0
2020-03-09,1.13473,1.1495,1.13397,1.14483,187210,0,0.014290777000088628,0.014189626388037477,0.028441298274297644,0.028044353396271877,0.0548317546898609,0.0533812799830431,1.0978365,,1.11329812628682,1.1039545766768972,92.34634712021665,0.009343549609922785,0.003477103013945688,0.0058664465959770975,1.136291563741573,1.0593814362584273,0.07691012748314563,0.01011285714285713,1.1287,1.12365,1.11349,1.11317,1.08532,0.0,0.0,0.0,0.0,0.0
2020-03-10,1.14432,1.14578,1.12747,1.12836,175021,0,-0.014386415450328816,-0.014490903272632178,0.01017914215883775,0.010127683599336796,0.03703839861772318,0.03636895712281742,1.0996765,,1.1156153376273092,1.1057623858119419,75.76773356401395,0.009852951815367383,0.004752272774230027,0.005100679041137356,1.1403260659457632,1.0590269340542366,0.0812991318915266,0.011209999999999989,1.14483,1.1287,1.12365,1.11699,1.08806,0.0,0.0,0.0,0.0,0.0
2020-03-11,1.12866,1.13666,1.12498,1.12592,129819,0,-0.002162430430004636,-0.0021647718587470832,0.011163099803320975,0.01110125225265626,0.034843429747888344,0.034250139668118865,1.1016045,,1.117200670300031,1.1072555424184647,75.72679131092622,0.009945127881566318,0.005790843795697286,0.004154284085869032,1.143435037057589,1.0597739629424112,0.08366107411517776,0.011734999999999987,1.12836,1.14483,1.1287,1.11349,1.08801,0.0,0.0,0.0,0.0,0.0
2020-03-12,1.12604,1.13337,1.10549,1.11655,181342,0,-0.008322083274122538,-0.008356905137342578,-0.00631869354336323,-0.0063387409811054354,0.015054682315293721,0.014942485244847764,1.103238,,1.1171005671769494,1.1079440207578377,66.69805398618956,0.009156546419111677,0.006463984320380164,0.0026925620987315133,1.1447041924946095,1.0617718075053904,0.08293238498921918,0.01315142857142856,1.12592,1.12836,1.14483,1.12365,1.09999,0.0,0.0,0.0,0.0,0.0
2020-03-13,1.11669,1.1221,1.1055,1.1096,192960,0,-0.006224530921141058,-0.006243984080274466,-0.01692212279613725,-0.017066937960958904,0.006339503541596514,0.006319493414009075,1.104568,,1.115946633765111,1.1080666858868868,61.92065985860166,0.007879947878224103,0.006747177031948952,0.0011327708462751506,1.1449943715908317,1.0641416284091683,0.08085274318166347,0.013857857142857144,1.11655,1.12592,1.12836,1.1287,1.10261,0.0,0.0,0.0,0.0,0.0
2020-03-16,1.11885,1.12369,1.10848,1.1176,245500,0,0.007209805335256059,0.007183938942130338,-0.023785190814356816,-0.02407262540686612,0.003979625753478766,0.0039717279894059,1.1062794999999999,,1.1162009978012477,1.108772857302673,63.79084967320257,0.0074281404985747645,0.006883369725274115,0.0005447707733006492,1.1458157003205856,1.0667432996794142,0.07907240064117138,0.014515000000000009,1.1096,1.11655,1.12592,1.14483,1.11317,0.0,0.0,0.0,0.0,0.0
2020-03-17,1.11756,1.1189,1.09546,1.10053,200582,0,-0.015273801002147369,-0.015391647011581012,-0.02466411428976567,-0.02497336914581488,-0.014736031656505388,-0.014845685546478209,1.107351,,1.1137900750625942,1.1081622752802527,55.0435062842411,0.005627799782341514,0.006632255736687596,-0.0010044559543460818,1.144897174183124,1.069804825816876,0.07509234836624801,0.015806428571428572,1.1176,1.1096,1.11655,1.12836,1.11699,0.0,0.0,0.0,0.0,0.0
2020-03-18,1.10054,1.10452,1.08017,1.09114,228386,0,-0.008532252641908933,-0.008568860690965813,-0.030890294159443,-0.031377457978033665,-0.02007202579277778,-0.020276205725377357,1.107873,,1.1103054481298875,1.1069013660002338,46.35892372253763,0.003404082129653707,0.0059866210152808175,-0.0025825388856271104,1.1441271270826694,1.0716188729173308,0.07250825416533857,0.01659285714285714,1.10053,1.1176,1.1096,1.12592,1.11349,0.0,0.0,0.0,0.0,0.0
2020-03-19,1.09118,1.09818,1.06539,1.0663,248188,0,-0.02276518136994332,-0.023028309216071286,-0.04500470198378925,-0.046048862056762306,-0.05103902460730658,-0.0523876030378678,1.1072725,,1.1035353791868279,1.103893857407624,37.37043478260864,-0.00035847822079615455,0.004717601168065423,-0.005076079388861577,1.1459080428806718,1.0686369571193284,0.07727108576134345,0.018204999999999978,1.09114,1.10053,1.1176,1.11655,1.12365,0.0,0.0,0.0,0.0,0.0
2020-03-20,1.0658,1.0831,1.06376,1.06934,269528,0,0.0028509800243832206,0.0028469236886926215,-0.03628334534967548,-0.036957954287795115,-0.05259147692035093,-0.05402489224875409,1.106508,,1.0982745516196235,1.1013343124144668,33.91323497027081,-0.0030597607948432692,0.0031621287754836844,-0.006221889570326954,1.1475595776220984,1.0654564223779017,0.08210315524419665,0.01845285714285713,1.0663,1.09114,1.10053,1.1096,1.1287,0.0,0.0,0.0,0.0,0.0
2020-03-23,1.06941,1.08282,1.06356,1.07251,243803,0,0.0029644453588195674,0.0029600600552012178,-0.040345382963493104,-0.04118183317472422,-0.06317095114558491,-0.0652544585815903,1.1058675,,1.0943107744473737,1.0991991781615433,33.59640064906331,-0.0048884037141696535,0.001552022277553017,-0.006440425991722671,1.1486732545934633,1.0630617454065368,0.0856115091869265,0.01898285714285711,1.06934,1.0663,1.09114,1.1176,1.14483,0.0,0.0,0.0,0.0,0.0
2020-03-24,1.07229,1.08881,1.07229,1.07793,237836,0,0.005053565934117099,0.005040839527606991,-0.020535560139205655,-0.02074934663553616,-0.04469318302669356,-0.045722715781351,1.105361,,1.091790655301624,1.0976236834829105,37.069090909090896,-0.005833028181286615,7.501218578509082e-05,-0.005908040367071705,1.1492792158107545,1.0614427841892455,0.087836431621509,0.019505714285714255,1.07251,1.06934,1.0663,1.10053,1.12836,0.0,0.0,0.0,0.0,0.0
2020-03-25,1.07805,1.08941,1.07602,1.08837,241174,0,0.009685230024213176,0.009638628837768793,-0.002538629323459829,-0.00254185710680165,-0.03335050447633936,-0.03391931508483531,1.1053790000000001,,1.0912644006398355,1.0969382254471394,37.196980693859786,-0.005673824807303829,-0.001074755212832693,-0.004599069594471136,1.1492675583459315,1.0614904416540687,0.08777711669186283,0.01956785714285712,1.07793,1.07251,1.06934,1.09114,1.12592,0.0,0.0,0.0,0.0,0.0
2020-03-26,1.08825,1.10585,1.087,1.10287,203395,0,0.013322675193178757,0.013234708793238792,0.0342961643064803,0.033721160902508415,-0.012252026331109112,-0.01232770115425383,1.105523,,1.0930498774644763,1.0973776161547588,41.22801059566664,-0.004327738690282468,-0.001725351908322648,-0.0026023867819598197,1.1493559734572647,1.0616900265427354,0.08766594691452934,0.019887142857142832,1.08837,1.07793,1.07251,1.0663,1.11655,0.0,0.0,0.0,0.0,0.0
2020-03-27,1.1029,1.11473,1.09533,1.11351,200729,0,0.009647555922275508,0.009601315421967068,0.04130585220790395,0.040475552635782765,0.003523792357606359,0.003517598347987574,1.106068,,1.0961975886237876,1.0985726075507025,38.95160152391702,-0.00237501892691494,-0.0018552853120411066,-0.0005197336148738336,1.150019364316289,1.062116635683711,0.08790272863257798,0.019787142857142843,1.10287,1.08837,1.07793,1.06934,1.1096,0.0,0.0,0.0,0.0,0.0
2020-03-30,1.11159,1.1144,1.10099,1.10442,148606,0,-0.0081633752727861,-0.008196878075923746,0.029752636339055005,0.029318614504657847,-0.01179312813171074,-0.0118632186700663,1.1056305,,1.0974625749893587,1.099005747732132,41.09109854123248,-0.0015431727427732689,-0.0017928627981875392,0.0002496900554142703,1.149458227092621,1.061802772907379,0.08765545418524212,0.01943714285714285,1.11351,1.10287,1.08837,1.07251,1.1176,0.0,0.0,0.0,0.0,0.0
2020-03-31,1.10431,1.10534,1.09267,1.10355,187329,0,-0.0007877437931220754,-0.0007880542263024572,0.023767777128384848,0.023489720750748223,0.002744132372584085,0.0027403741152121366,1.1049585,,1.0983991019140729,1.0993423590112332,41.57692597334136,-0.000943257097160366,-0.0016229416579821047,0.0006796845608217387,1.1484638280584538,1.061453171941546,0.08701065611690773,0.01950785714285714,1.10442,1.11351,1.10287,1.07793,1.10053,0.0,0.0,0.0,0.0,0.0
2020-04-01,1.1029,1.10383,1.09026,1.0961400000000001,136685,0,-0.006714693489193846,-0.006737338469849594,0.007139116293172432,0.007113753443129997,0.004582363399747269,0.00457189633632845,1.104091,,1.0980515477734463,1.0991051472326232,42.19980126882219,-0.0010535994591769349,-0.0015090732182210709,0.000455473759044136,1.1475719523451604,1.0606100476548395,0.08696190469032095,0.018485714285714296,1.10355,1.10442,1.11351,1.08837,1.09114,0.0,0.0,0.0,0.0,0.0
2020-04-02,1.09626,1.09673,1.08205,1.08556,138256,0,-0.009652051745215107,-0.009698934718491812,-0.01569541287731091,-0.015819890068600524,0.018062458970271145,0.017901270833907947,1.1021865,,1.096129771192916,1.0981018029931697,41.06053845009673,-0.0019720318002536263,-0.001601664934627582,-0.0003703668656260444,1.1453961939781365,1.0589768060218634,0.08641938795627313,0.01834857142857143,1.0961400000000001,1.10355,1.10442,1.10287,1.0663,0.0,0.0,0.0,0.0,0.0
2020-04-03,1.08525,1.08636,1.07727,1.08072,115022,0,-0.0044585283171820755,-0.004468497196615947,-0.029447423013713503,-0.02988970268718361,0.010642078291282386,0.01058584994859918,1.0997875000000001,,1.0937590371632366,1.0968142620307126,35.95582635186594,-0.003055224867476003,-0.0018923769211972663,-0.0011628479462787366,1.1421179289582506,1.0574570710417497,0.08466085791650091,0.01791142857142856,1.08556,1.0961400000000001,1.10355,1.11351,1.06934,0.0,0.0,0.0,0.0,0.0
2020-04-06,1.08096,1.08355,1.07683,1.07927,110826,0,-0.00134169812717444,-0.00134259901000537,-0.02277213378968146,-0.0230354236212652,0.006302971534064783,0.006283190883392583,1.0965095000000002,,1.0915299545227386,1.0955146870654746,40.81085753803593,-0.003984732542736014,-0.002310848045505016,-0.0016738844972309977,1.1340344954451418,1.0589845045548587,0.07504999089028308,0.016717142857142857,1.08072,1.08556,1.0961400000000001,1.10442,1.07251,0.0,0.0,0.0,0.0,0.0
2020-04-07,1.07894,1.09265,1.07833,1.08912,107290,0,0.009126539234853404,0.009085144048221012,-0.013075982057903945,-0.013162225346741748,0.010381008043193862,0.010327495404006454,1.0945475,,1.0911591922884711,1.0950410065421061,49.13035991045294,-0.0038818142536349853,-0.0026250412871310098,-0.0012567729665039756,1.129041608039978,1.060053391960022,0.0689882160799562,0.016000714285714288,1.07927,1.08072,1.08556,1.10355,1.07793,0.0,0.0,0.0,0.0,0.0
2020-04-08,1.0890900000000001,1.09019,1.08299,1.08541,99847,0,-0.0034064198619069286,-0.0034122349194853157,-0.009788895579031953,-0.009837121796377453,-0.0027196633497800216,-0.002723368353247525,1.092522,,1.0902747011671678,1.0943275986500982,60.056836122513374,-0.004052897482930362,-0.0029106125262908806,-0.0011422849566394815,1.1238738696496129,1.061170130350387,0.06270373929922579,0.014172857142857162,1.08912,1.07927,1.08072,1.0961400000000001,1.08837,0.0,0.0,0.0,0.0,0.0
2020-04-09,1.08509,1.09517,1.08409,1.09291,108354,0,0.006909831307984948,0.006886067828586121,0.006770698994067459,0.006747880750700413,-0.00903098279942327,-0.009072009317900049,1.09134,,1.0906801317568344,1.0942225913426835,61.84779330451392,-0.0035424595858490893,-0.0030369819382025224,-0.0005054776476465669,1.1205896585675077,1.0620903414324923,0.05849931713501544,0.013582857142857166,1.08541,1.08912,1.07927,1.08556,1.10287,0.0,0.0,0.0,0.0,0.0
2020-04-10,1.09289,1.09523,1.0919,1.09322,60165,0,0.0002836464118729509,0.0002836061918348,0.011566363165297355,0.0114999841391512,-0.01822165943727483,-0.018389718548032345,1.090521,,1.0910708807173215,1.0941483253172997,60.71835213745986,-0.003077444599978163,-0.0030450744705576506,-3.237012942051238e-05,1.1185079088945828,1.0625340911054173,0.05597381778916555,0.012445000000000024,1.09291,1.08541,1.08912,1.08072,1.11351,0.0,0.0,0.0,0.0,0.0
2020-04-13,1.09473,1.09679,1.08926,1.09085,72045,0,-0.002167907648963574,-0.0021702609625436297,0.010729474552243712,0.010672322186612859,-0.012286992267434349,-0.012363101434652263,1.0891835,,1.0910368990685029,1.0939040049234257,56.90466011115861,-0.00286710585492278,-0.003009480747430677,0.00014237489250789681,1.1141110854595286,1.0642559145404715,0.04985517091905711,0.011802857142857162,1.09322,1.09291,1.08541,1.07927,1.10442,0.0,0.0,0.0,0.0,0.0
2020-04-14,1.09098,1.09872,1.09007,1.09818,88682,0,0.006719530641242866,0.0066970552218922836,0.008318642573820867,0.008284233360284282,-0.004866113905124481,-0.0048779919864574695,1.089066,1.0963984,1.0921358376733485,1.0942207452994681,55.42288557213923,-0.00208490762611957,-0.002824566123168456,0.0007396584970488862,1.113789712376668,1.0643422876233322,0.049447424753335856,0.01146428571428572,1.09085,1.09322,1.09291,1.08912,1.10355,0.0,0.0,0.0,0.0,0.0
2020-04-15,1.09778,1.09908,1.08564,1.09113,84645,0,-0.006419712615418294,-0.006440407588516506,0.00526989801088984,0.005256060691253225,-0.004570584049482851,-0.004581061105124217,1.0890654999999998,1.096224,1.0919810934159102,1.093991801203211,42.92771084337346,-0.002010707787300836,-0.0026617944559949322,0.0006510866686940961,1.1137890361761342,1.0643419638238654,0.04944707235226886,0.011077857142857155,1.09818,1.09085,1.09322,1.08541,1.0961400000000001,0.0,0.0,0.0,0.0,0.0
2020-04-16,1.09061,1.09111,1.08165,1.08382,106330,0,-0.006699476689303707,-0.006722018920437723,-0.008317244786853473,-0.008352026057770686,-0.0016028593536977498,-0.001604145307070248,1.0899415,1.0959392,1.0907255405826932,1.0932383344474175,31.366888414710715,-0.00251279386472425,-0.0026319943377407957,0.00011920047301654593,1.112407158728496,1.0674758412715037,0.044931317456992304,0.010369285714285716,1.09113,1.09818,1.09085,1.09291,1.08556,0.0,0.0,0.0,0.0,0.0
2020-04-17,1.08363,1.08927,1.0812,1.08712,101142,0,0.0030447860345814703,0.0030401600612705343,-0.005579846691425305,-0.005595472188334921,0.005921977940632317,0.005904511950816254,1.0908305,1.0957946,1.0901708420315097,1.0927851244883495,38.29182458040076,-0.0026142824568398115,-0.002628451961560599,1.4169504720787374e-05,1.11117016979497,1.07049083020503,0.04067933958994008,0.009987857142857135,1.08382,1.09113,1.09818,1.09322,1.08072,0.0,0.0,0.0,0.0,0.0
2020-04-20,1.08722,1.08972,1.0841,1.08617,73621,0,-0.0008738685701670246,-0.0008742506158940387,-0.004290232387587634,-0.004299461841685312,0.006393210225430268,0.00637286034492757,1.0915135,1.095697,1.0895553278728158,1.0922951152669902,38.25040562466206,-0.0027397873941743534,-0.00265071904808335,-8.906834609100339e-05,1.1101051509558229,1.0729218490441772,0.03718330191164565,0.009484285714285707,1.08712,1.08382,1.09113,1.09085,1.07927,0.0,0.0,0.0,0.0,0.0
2020-04-21,1.08583,1.08803,1.08165,1.08567,91390,0,-0.00046033309702919745,-0.00046043908283640564,-0.011391575151614486,-0.011456956146414038,-0.003167695019832717,-0.0031727227861297535,1.0919005,1.0955792,1.0889575851231519,1.0918043659879537,42.1923937360178,-0.0028467808648018345,-0.002689931411427047,-0.0001568494533747875,1.1096025646729188,1.074198435327081,0.03540412934583781,0.008970714285714276,1.08617,1.08712,1.08382,1.09818,1.08912,0.0,0.0,0.0,0.0,0.0
2020-04-22,1.08536,1.08852,1.08033,1.08227,66988,0,-0.0031317066880358624,-0.0031366207436951048,-0.008120022362138268,-0.008153169301592728,-0.0028929160409429944,-0.0028971086103394567,1.0915955,1.0954774,1.0879287258734363,1.0910981166555127,47.25238015700685,-0.0031693907820764533,-0.0027858232855569286,-0.00038356749651952474,1.1097579035912242,1.0734330964087757,0.03632480718244846,0.00850714285714284,1.08567,1.08617,1.08712,1.09113,1.08541,0.0,0.0,0.0,0.0,0.0
2020-04-23,1.08198,1.0847,1.07561,1.07747,100648,0,-0.004435122474059305,-0.004444986806894022,-0.0058589064604824825,-0.005876137188049014,-0.014127421288120834,-0.01422816324581969,1.0903255,1.0953492,1.0863196911236768,1.0900886265328822,47.28397125188036,-0.0037689354092054206,-0.0029824457102866275,-0.0007864896989187931,1.1087191699351762,1.071931830064824,0.03678733987035221,0.00850714285714284,1.08227,1.08567,1.08617,1.08382,1.09291,0.0,0.0,0.0,0.0,0.0
2020-04-24,1.07711,1.08298,1.0727,1.08215,78758,0,0.004343508403946261,0.004334102597615657,-0.0045717124144529775,-0.004582194651703786,-0.010126049651488334,-0.010177666840038692,1.0887575000000003,1.0953322,1.0856782001815726,1.089500580123039,52.283539486203594,-0.0038223799414665027,-0.0031504325565226026,-0.0006719473849439001,1.1038864125431023,1.0736285874568983,0.030257825086204004,0.008761428571428555,1.07747,1.08227,1.08567,1.08712,1.09322,0.0,0.0,0.0,0.0,0.0
2020-04-27,1.08216,1.08603,1.08112,1.08292,66955,0,0.0007115464584392939,0.0007112934292789226,-0.002992165130688562,-0.0029966506065307623,-0.0072695604345235365,-0.007296112448216105,1.0876825,1.0953232,1.0852538616921,1.0890131297435546,44.25713227121162,-0.003759268051454656,-0.0032721996555090138,-0.0004870683959456424,1.1010820206120058,1.0742829793879944,0.026799041224011333,0.008089285714285703,1.08215,1.07747,1.08227,1.08617,1.09085,0.0,0.0,0.0,0.0,0.0
2020-04-28,1.08263,1.08885,1.08095,1.08194,71964,0,-0.0009049606619142558,-0.000905370386022179,-0.0034356664548159666,-0.003441581909716602,-0.014788103953814469,-0.014898538056130572,1.0866019999999998,1.09538,1.0847440368163923,1.088489194206995,46.61463414634141,-0.0037451573906026603,-0.0033667912025277433,-0.00037836618807491696,1.0979407841174942,1.0752632158825055,0.022677568234988676,0.008139285714285698,1.08292,1.08215,1.07747,1.08567,1.09818,0.0,0.0,0.0,0.0,0.0
2020-04-29,1.08177,1.08856,1.08177,1.08725,73618,0,0.004907850712609019,0.004895846473952796,0.004601439566836341,0.004590885307931226,-0.0035559465874825946,-0.0035622839936614303,1.0861575,1.0955110000000001,1.0851295696138705,1.0883974020435139,44.231553200163134,-0.003267832429643347,-0.0033469994479508646,7.916701830751761e-05,1.0965820961678687,1.0757329038321315,0.020849192335737232,0.007832857142857133,1.08194,1.08292,1.08215,1.08227,1.09113,0.0,0.0,0.0,0.0,0.0
2020-04-30,1.08748,1.09728,1.08329,1.09512,106105,0,0.007238445619682787,0.007212373809509117,0.01638096652343002,0.01624824592433427,0.010426085512354577,0.01037210873628537,1.0866355,1.0958472000000001,1.0866665589040443,1.088895372262513,51.67785234899327,-0.0022288133584686953,-0.003123362230054431,0.0008945488715857357,1.0977955103282346,1.0754754896717655,0.022320020656469097,0.008594285714285712,1.08725,1.08194,1.08292,1.07747,1.08382,0.0,0.0,0.0,0.0,0.0
