Date,Open,High,Low,Close,TickVolume,Volume,Return_1,LogReturn_1,Return_5,LogReturn_5,Return_10,LogReturn_10,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Width,ATR_14,Close_lag1,Close_lag2,Close_lag3,Close_lag5,Close_lag10,Volume_lag1,Volume_lag2,Volume_lag3,Volume_lag5,Volume_lag10
2019-12-31,3225.2,3228.5,3213.5,3218.7,10243,0,,,,,,,,,3218.7,3218.7,,0.0,0.0,0.0,,,,,,,,,,,,,,
2020-01-02,3243.5,3260.0,3236.0,3259.5,16398,0,0.012675925062913596,0.01259625805378379,,,,,,,3224.976923076923,3221.722222222222,,3.2547008547007863,0.6509401709401573,2.603760683760629,,,,,3218.7,,,,,0.0,,,,
2020-01-03,3261.8,3262.8,3207.1,3235.5,39133,0,-0.007363092498849477,-0.007390333867273218,,,,,,,3226.595857988166,3222.742798353909,,3.853059634256624,1.2913640636034507,2.5616955706531734,,,,,3259.5,3218.7,,,,0.0,0.0,,,
2020-01-06,3223.6,3250.4,3209.7,3244.6,33411,0,0.0028125482923813117,0.0028086004789777135,,,,,,,3229.3657259899865,3224.361850327694,,5.0038756622925575,2.0338663833412722,2.9700092789512853,,,,,3235.5,3259.5,3218.7,,,0.0,0.0,0.0,,
2020-01-07,3247.9,3255.1,3232.3,3235.8,31609,0,-0.00271219873019779,-0.0027158834050621493,,,,,,,3230.3556142992193,3225.2091206737905,,5.146493625428775,2.656391831758773,2.490101793670002,,,,,3244.6,3235.5,3259.5,,,0.0,0.0,0.0,,
2020-01-08,3192.6,3268.7,3189.5,3261.2,55775,0,0.0078496816861362,0.007819033217519252,0.01320408860720157,0.013117674477945412,,,,,3235.1009044070315,3227.875111734991,,7.22579267204037,3.570271999815093,3.6555206722252773,,,,,3235.8,3244.6,3235.5,3218.7,,0.0,0.0,0.0,0.0,
2020-01-09,3263.6,3277.4,3258.1,3276.4,31052,0,0.004660861032748764,0.004650032852691326,0.005184844301273195,0.005171449276852948,,,,,3241.4546114213344,3231.4695479027696,,9.985063518564857,4.853230303565046,5.131833214999811,,,,,3261.2,3235.8,3244.6,3259.5,,0.0,0.0,0.0,0.0,
2020-01-10,3282.5,3287.6,3261.6,3265.5,23358,0,-0.0033268221218411,-0.0033323682987352085,0.009272137227630983,0.009229414845391073,,,,,3245.153901971898,3233.990322132194,,11.163579839704198,6.115300210792876,5.048279628911322,,,,,3276.4,3261.2,3235.8,3235.5,,0.0,0.0,0.0,0.0,
2020-01-13,3270.8,3291.1,3269.4,3290.9,15906,0,0.00777828816414039,0.007748193238025448,0.01426986377365469,0.014169007604438578,,,,,3252.191763206991,3238.2058538261053,,13.98590938088546,7.689422044811393,6.296487336074066,,,,,3265.5,3276.4,3261.2,3244.6,,0.0,0.0,0.0,0.0,
2020-01-14,3296.3,3296.6,3276.8,3289.2,33853,0,-0.0005165760126409902,-0.000516709483996788,0.016502874096050224,0.01636818152550388,,,,,3257.8853380982227,3241.9831979871346,,15.902140111088102,9.331965658066736,6.570174453021366,,,,,3290.9,3265.5,3276.4,3235.8,,0.0,0.0,0.0,0.0,
2020-01-15,3282.6,3301.0,3280.1,3295.5,27141,0,0.0019153593578986605,0.0019135273960342557,0.01051760088311049,0.010462675704018836,0.023860564824307984,0.0235803501819644,,,3263.6722091600345,3245.947405543643,,17.724803616391455,11.01053324973168,6.714270366659775,,,,,3289.2,3290.9,3265.5,3261.2,3218.7,0.0,0.0,0.0,0.0,0.0
2020-01-16,3297.3,3319.8,3296.5,3318.2,21055,0,0.00688818085267795,0.006864565716480445,0.012757905017702242,0.012677208567807892,0.01800889707010267,0.017848657844660856,,,3272.061100058491,3251.299449577447,,20.761650481043944,12.960756695994132,7.800893785049812,,,,,3295.5,3289.2,3290.9,3276.4,3259.5,0.0,0.0,0.0,0.0,0.0
2020-01-17,3321.4,3332.2,3318.8,3326.3,17405,0,0.0024410825146163884,0.002438107912544084,0.018618894503138916,0.018447684779087252,0.028063668675629705,0.027677099624478244,,,3280.4055462033384,3256.855045905044,,23.550500298294537,15.078705416454214,8.471794881840323,,,,,3318.2,3295.5,3289.2,3265.5,3235.5,0.0,0.0,0.0,0.0,0.0
2020-01-20,3329.4,3330.2,3321.1,3327.9,5087,0,0.00048101494152663626,0.0004808992909246092,0.011243124981008323,0.01118039083198658,0.025673426616532158,0.02534939843642514,,,3287.712385248979,3262.117635097263,77.30000000000001,25.594750151716198,17.18191436350661,8.412835788209588,,,,29.55000000000002,3326.3,3318.2,3295.5,3290.9,3244.6,0.0,0.0,0.0,0.0,0.0
2020-01-21,3325.8,3332.4,3309.9,3321.7,25046,0,-0.0018630367499024025,-0.0018647743613595408,0.009880822084397334,0.009832325954623643,0.02654675814327212,0.026200507480127797,,,3292.9412490568284,3266.5311436085767,74.9757516973811,26.41010544825167,19.027552580455623,7.382552867796047,,,,30.085714285714307,3327.9,3326.3,3318.2,3289.2,3235.8,0.0,0.0,0.0,0.0,0.0
2020-01-22,3326.6,3340.2,3322.5,3323.0,23097,0,0.0003913658668754927,0.00039128930323022865,0.008344712486724415,0.008310087861819783,0.018950079725254643,0.01877276356583868,,,3297.5656722788544,3270.7140218597933,69.04619076184755,26.851650419061116,20.59237214817672,6.259278270884394,,,,28.457142857142863,3321.7,3327.9,3326.3,3295.5,3261.2,0.0,0.0,0.0,0.0,0.0
2020-01-23,3320.3,3329.6,3304.1,3328.6,23124,0,0.0016852241950044977,0.0016838057980317921,0.003134229401482669,0.0031293279433710457,0.01593212062019278,0.015806536511179,,,3302.3401842359535,3275.0018720924013,81.38907619689802,27.33831214355223,21.941560147251824,5.396751996300406,,,,26.299999999999986,3323.0,3321.7,3327.9,3318.2,3276.4,0.0,0.0,0.0,0.0,0.0
2020-01-24,3330.4,3339.7,3283.5,3296.1,34835,0,-0.009763864687856727,-0.009811843777681097,-0.00907915702131501,-0.009120623746854108,0.009370693615066594,0.009327061032233129,,,3301.380155891961,3276.564696381853,64.99708794408846,24.815459510107758,22.516340019823012,2.2991194902847454,,,,27.407142857142812,3328.6,3323.0,3321.7,3326.3,3265.5,0.0,0.0,0.0,0.0,0.0
2020-01-27,3272.1,3272.2,3236.5,3242.6,54469,0,-0.016231303661903507,-0.016364474258976233,-0.025631779801075782,-0.025965997296754886,-0.014676836123856729,-0.014785606464768395,,,3292.3370549855053,3274.04879294616,51.57116451016629,18.288262039345227,21.670724423727457,-3.3824623843822295,,,,30.035714285714253,3296.1,3328.6,3323.0,3327.9,3290.9,0.0,0.0,0.0,0.0,0.0
2020-01-28,3249.4,3288.5,3245.7,3280.8,43216,0,0.011780669832850199,0.011711817961880741,-0.012312972273233469,-0.012389404973514534,-0.002553812477197992,-0.0025570790188908102,3281.9,,3290.5621234492737,3274.5488823575556,54.27574171029673,16.0132410917181,20.539227757325584,-4.525986665607483,3352.7132309968315,3211.0867690031687,141.62646199366282,27.657142857142844,3242.6,3296.1,3328.6,3321.7,3289.2,0.0,0.0,0.0,0.0,0.0
2020-01-29,3278.4,3296.1,3273.4,3275.1,41516,0,-0.001737381126554527,-0.0017388921235160033,-0.014414685525127924,-0.014519586400260787,-0.00619025944469731,-0.006209498538441065,3284.7200000000003,,3288.183335226309,3274.5897058866253,49.70414201183428,13.593629339683503,19.15010807379717,-5.556478734113668,3349.139500153293,3220.3004998467077,128.83900030658515,27.89999999999996,3280.8,3242.6,3296.1,3323.0,3295.5,0.0,0.0,0.0,0.0,0.0
2020-01-30,3270.5,3295.5,3243.0,3293.8,65879,0,0.0057097493206315075,0.005693510485774594,-0.010454845881151198,-0.010509881712518012,-0.0073533843650170905,-0.007380553769146853,3286.435,,3289.0474374991845,3276.0126906357646,56.21978021978021,13.034746863419969,17.92703583172173,-4.892288968301763,3349.8458831768116,3223.0241168231883,126.82176635362339,29.792857142857105,3275.1,3280.8,3242.6,3328.6,3318.2,0.0,0.0,0.0,0.0,0.0
2020-01-31,3295.4,3300.5,3216.0,3231.3,82147,0,-0.01897504402210215,-0.01915738041527385,-0.01965959770638015,-0.019855418350110635,-0.028560262153143112,-0.028976042096964805,3286.225,,3280.1632163454638,3272.7006394775594,38.737717309145964,7.462576867904318,15.834144038958248,-8.37156717105393,3350.3697007287356,3222.0802992712643,128.28940145747129,33.999999999999964,3293.8,3275.1,3280.8,3296.1,3326.3,0.0,0.0,0.0,0.0,0.0
2020-02-03,3242.0,3270.1,3235.8,3248.6,52908,0,0.005353882338377636,0.005339601260461106,0.0018503669894529562,0.0018486571693266955,-0.0238288410108477,-0.02411734012742823,3286.425,,3275.3073369077,3270.915406923666,42.75517487508927,4.39192998403405,13.545701227973408,-9.153771243939358,3350.0460450120177,3222.8039549879827,127.24209002403495,35.357142857142826,3231.3,3293.8,3275.1,3242.6,3327.9,0.0,0.0,0.0,0.0,0.0
2020-02-04,3249.8,3308.1,3249.3,3302.7,44024,0,0.01665332758726823,0.01651618145917161,0.006675201170446066,0.006653020666617496,-0.0057199626697173045,-0.005736384306896981,3289.7699999999995,,3279.521592768054,3273.269821225617,51.097560975609724,6.251771542436927,12.086915290866113,-5.835143748429186,3349.0720493122426,3230.4679506877565,118.60409862448614,38.11428571428568,3248.6,3231.3,3293.8,3280.8,3321.7,0.0,0.0,0.0,0.0,0.0
2020-02-05,3295.3,3338.9,3291.4,3337.9,52579,0,0.010657946528597861,0.010601550969843875,0.01917498702329712,0.018993463759977583,0.00448390009027988,0.004473877359716719,3293.6049999999996,,3288.5028861883534,3278.057241875571,52.89280469897213,10.445644312782406,11.758661095249373,-1.313016782466967,3355.010622063885,3232.199377936114,122.8112441277708,39.77142857142852,3302.7,3248.6,3231.3,3275.1,3323.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,3337.8,3359.9,3335.4,3347.7,38833,0,0.0029359777105364415,0.0029316761454541156,0.016364077964660773,0.016231629419657084,0.005738148170401969,0.0057217477071391356,3297.1700000000005,,3297.6101344670683,3283.215964699603,53.12682641729976,14.394169767465428,12.285762829692585,2.108406937772843,3362.5219411381677,3231.8180588618334,130.7038822763343,40.52142857142852,3337.9,3302.7,3248.6,3293.8,3328.6,0.0,0.0,0.0,0.0,0.0
2020-02-07,3342.2,3349.3,3322.4,3327.5,38498,0,-0.006033993488066325,-0.006052271590498419,0.02977129947699053,0.02933673824443234,0.009526409999696561,0.009481319894321686,3300.2700000000004,,3302.2085753182887,3286.4962636107434,49.94456762749445,15.712311707545268,12.971072605263123,2.7412391022821456,3365.1770298682354,3235.3629701317655,129.81405973646997,41.7928571428571,3347.7,3337.9,3302.7,3231.3,3296.1,0.0,0.0,0.0,0.0,0.0
2020-02-10,3317.0,3355.4,3314.5,3354.9,34013,0,0.008234410217881294,0.008200692432985641,0.03272178784707269,0.03219782941695702,0.03463270215259362,0.034046486586283585,3303.47,,3310.314948346244,3291.5632070469846,54.34554973821992,18.751741299259265,14.127206344062351,4.624534955196914,3372.6048369797068,3234.335163020293,138.26967395941392,43.107142857142826,3327.5,3347.7,3337.9,3248.6,3242.6,0.0,0.0,0.0,0.0,0.0
2020-02-11,3357.7,3376.2,3353.7,3359.4,26241,0,0.001341321648931304,0.001340422880650157,0.017167771823053846,0.017022070838435426,0.023957571324067173,0.023675091505052984,3306.9799999999996,,3317.8664947545144,3296.588154673134,54.724818276220155,21.27834008138052,15.557433091525986,5.720906989854534,3380.0788544801894,3233.8811455198097,146.1977089603797,43.39285714285711,3354.9,3327.5,3347.7,3302.7,3280.8,0.0,0.0,0.0,0.0,0.0
2020-02-12,3360.1,3382.6,3359.1,3381.8,24276,0,0.006667857355480145,0.006645725521426164,0.01315198178495458,0.013066245390017751,0.032579157888308785,0.03205970914999528,3311.2949999999996,,3327.702418638435,3302.900143215865,56.6169154228856,24.802275422570347,17.40640155773486,7.395873864835487,3391.3938987374204,3231.196101262579,160.19779747484154,43.249999999999964,3359.4,3354.9,3327.5,3337.9,3275.1,0.0,0.0,0.0,0.0,0.0
2020-02-13,3369.3,3385.7,3349.6,3378.7,38717,0,-0.0009166715950086335,-0.0009170919953475158,0.009260089016339679,0.009217477249216188,0.025775699799623464,0.025449106668873202,3314.3199999999997,,3335.548200386368,3308.514947422097,61.08427267847554,27.033252964271014,19.33177183904209,7.7014811252289235,3399.8990825401934,3228.740917459806,171.15816508038733,41.81428571428569,3381.8,3359.4,3354.9,3347.7,3293.8,0.0,0.0,0.0,0.0,0.0
2020-02-14,3377.3,3389.0,3366.1,3381.8,30597,0,0.0009175126527956046,0.0009170919953476081,0.016318557475582418,0.016186840835062218,0.046575681614211106,0.04552357907949466,3317.095,,3342.6638618653883,3313.943469835275,71.6014897579143,28.72039203011309,21.20949587725629,7.510896152856798,3407.7580192119794,3226.43198078802,181.3260384239593,39.19285714285713,3378.7,3381.8,3359.4,3327.5,3231.3,0.0,0.0,0.0,0.0,0.0
